metadato,valor
dia,2021-08-19
hora,17:23
asunto,"RECONSIDERACIÓN DE LA VOTACIÓN DEL TEXTO SUSTITUTORIO DE LA MOCIÓN 010, QUE PROPONE CREAR UNA COMISIÓN INVESTIGADORA MULTIPARTIDARIA, PARA QUE, EN EL PLAZO DE TREINTA (30) DÍAS CALENDARIOS, SE ENCARGUE DE INVESTIGAR LAS PRESUNTAS IRREGULARIDADES Y POSIBLE ÍLICITOS COMETIDOS DESDE EL 28 DE JULIO HASTA EL 01 DE AGOSTO, POR PARTE DE ALTOS FUNCIONARIOS Y DEMAS PERSONAS QUE RESULTEN INVOLUCRADAS INTEGRANTES DEL GOBIERNO DEL PRESIDENTE PEDRO CASTILLO [...]"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
