metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 10 de mayo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/008820E75A806F4705258844006A9AC8/$FILE/Asis_vot_OFICIAL_10-05-22.pdf
dia,2022-05-10
hora,17:58
asunto,"PROPUESTA DEL CANDIDATO LUIS GUSTAVO GUTIÉRREZ TICSE, EN REEMPLAZO DEL MAGISTRADO ELOY ANDRÉS ESPINOZA SALDAÑA BARRERA   "
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
