metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 12 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/9189DF785DE110F605258829005A74F6/$FILE/Asis_vot_OFICIAL_12-04-22.pdf
dia,2022-04-12
hora,20:28
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 478, QUE PROPONE LA LEY QUE PROMUEVE ACCIONES PARA LA RECUPERACIÓN DE ALIMENTOS."
presidente,"WONG PUJADA, ENRIQUE"
quorum,64
