metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 13 de enero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1301E580ECD7F2D8052587D000541778/$FILE/Asis_vot_OFICIAL_13-01-2022_3.pdf
dia,2022-01-13
hora,19:19
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 1627, QUE PROPONE EXHORTAR AL PODER EJECUTIVO, QUE AL AMPARO DEL ARTÍCULO 137º DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, DECLARE EN ESTADO DE EMERGENCIA POR INSEGURIDAD CIUDADANA AL DISTRITO DE SAN MARTÍN DE PORRES"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
